Name/Entity,Entity Type,Mention Count,Number of Files
General Filion,PERSON,10,4
Flakplaats,ORGANIZATION,10,6
Judge Goldstone,PERSON,10,4
SPU,ORGANIZATION,10,5
Malaba camp,LOCATION,10,8
May 1993,DATE_TIME,10,7
19th of April,DATE_TIME,10,6
1994 election,EVENT,10,8
Jan,PERSON,10,8
AWV,ORGANIZATION,10,4
Nico,PERSON,10,2
Mr. Terblansch,PERSON,10,2
Ahmed,PERSON,10,7
Oprah,PERSON,10,4
Orlando East,LOCATION,9,8
Margaret,PERSON,9,8
Sofartown,LOCATION,9,6
British Airways,ORGANIZATION,9,8
Bhutan,LOCATION,9,9
the 50s,DATE_TIME,9,9
civil rights movement,EVENT,9,7
Bulgaria,LOCATION,9,7
Copenhagen,LOCATION,9,8
Boer,PERSON,9,7
Greece,LOCATION,9,9
Brooklyn,LOCATION,9,8
RDP,ORGANIZATION,9,7
Dr. Kuma,PERSON,9,6
communists,ORGANIZATION,9,9
churches,LOCATION,9,8
Mandy,PERSON,9,8
court,EVENT,9,9
Helen Joseph,PERSON,9,8
Delhi,LOCATION,9,8
Indian government,ORGANIZATION,9,8
Jimmy Carter,PERSON,9,6
Indian community,ORGANIZATION,9,6
Matola,LOCATION,9,7
George Shultz,PERSON,9,7
Schultz,PERSON,9,3
PhD,ORGANIZATION,9,7
Canberra,LOCATION,9,7
Elizabeth,PERSON,9,9
Denver,LOCATION,9,8
Caribbean,LOCATION,9,6
Special Branch,ORGANIZATION,9,8
Bongi,PERSON,9,7
Moses Katani,PERSON,9,6
Slovo,PERSON,9,8
Hong Kong,LOCATION,9,8
Lange,LOCATION,9,7
Albert Lutuli,PERSON,9,6
Greens,ORGANIZATION,9,1
Frelimo,ORGANIZATION,9,7
Randall Robinson,PERSON,9,7
House of Representatives,ORGANIZATION,9,8
NAACP,ORGANIZATION,9,7
Sun City,LOCATION,9,6
Federation of South African Women,ORGANIZATION,9,7
Bono,PERSON,9,7
Palestinians,PERSON,9,9
Pablo,PERSON,9,8
Mosul,PERSON,9,9
Yugoslavia,LOCATION,9,8
Mabida,LOCATION,9,6
Zambian government,ORGANIZATION,9,5
Maria,PERSON,9,8
Robert,PERSON,9,7
Ambrose,PERSON,9,5
Syria,LOCATION,9,8
General Smuts,PERSON,9,6
Adam,PERSON,9,8
Secunda,LOCATION,9,3
Orr,PERSON,9,7
Maharaj,PERSON,9,8
NCA,ORGANIZATION,9,7
PSC,ORGANIZATION,9,8
St. Petersburg,LOCATION,9,7
Organization of African Unity,ORGANIZATION,9,6
frontline states,ORGANIZATION,9,9
New South Africa,ORGANIZATION,9,6
Colored People's Congress,ORGANIZATION,9,7
PMC,ORGANIZATION,9,6
Philippines,LOCATION,9,8
Julius Nyerere,PERSON,9,6
Bangladesh,LOCATION,9,9
Haiti,LOCATION,9,7
Tanganyika,LOCATION,9,8
JS,ORGANIZATION,9,6
Ali,PERSON,9,7
Cyril,PERSON,9,7
Swedish,LOCATION,9,5
National Conference,EVENT,9,9
Comrade Tambo,PERSON,9,6
Jesse Jackson,PERSON,9,7
Argentina,LOCATION,9,6
Nyanga,PERSON,9,9
Grand Parade,LOCATION,9,8
liberation movement,ORGANIZATION,9,7
Eastern Transvaal,LOCATION,9,7
Manchester,LOCATION,9,8
Weekly Mail,ORGANIZATION,9,7
London School of Economics,ORGANIZATION,9,7
SACC,ORGANIZATION,9,7
Bishop,PERSON,9,7
Robin,PERSON,9,7
Helen,PERSON,9,7
Neil,PERSON,9,5
District 6,LOCATION,9,4
Berlin Wall,EVENT,9,8
Botha,PERSON,9,7
Burundi,LOCATION,9,8
House of Delegates,ORGANIZATION,9,8
Dr. Buthelezi,PERSON,9,6
new South Africa,DATE_TIME,9,9
President De Klerk,PERSON,9,8
AFP,ORGANIZATION,9,9
Eddie Daniels,PERSON,9,8
ECC,ORGANIZATION,9,6
Naomi,PERSON,9,5
"10th of April, 1993",DATE_TIME,9,8
ESCOM,ORGANIZATION,9,3
Prof,PERSON,9,6
Billy,PERSON,8,7
Gwango,PERSON,8,5
Transcai,LOCATION,8,7
L. A.,LOCATION,8,7
Manhattan School of Music,ORGANIZATION,8,6
Amandla Cultural Ensemble,ORGANIZATION,8,5
Amangla,ORGANIZATION,8,6
Flowers of the Nation,EVENT,8,3
Frank,PERSON,8,8
Wally,PERSON,8,7
Observatory,LOCATION,8,8
Ibrahim,PERSON,8,7
Miles Davis,PERSON,8,4
Methodist,ORGANIZATION,8,6
Tanzanians,PERSON,8,5
Francis Town,LOCATION,8,5
YMCA,ORGANIZATION,8,6
Tineke,PERSON,8,2
Manila,LOCATION,8,7
Zambians,PERSON,8,7
Mpo,PERSON,8,7
Montgomery,PERSON,8,8
KZM,LOCATION,8,8
Cameroon,LOCATION,8,6
Tami,PERSON,8,5
Pumalanga,LOCATION,8,7
mid-80s,DATE_TIME,8,8
Mandela and Tambo,ORGANIZATION,8,8
the 60s,DATE_TIME,8,8
Tanzanian government,ORGANIZATION,8,8
Orlando West,LOCATION,8,8
BC,LOCATION,8,7
ANSI,ORGANIZATION,8,8
Patrick Duncan,PERSON,8,7
AAP,ORGANIZATION,8,8
MEC,ORGANIZATION,8,7
ANT,ORGANIZATION,8,8
Prabhupāda,PERSON,8,7
Cortana,PERSON,8,5
DNC,ORGANIZATION,8,6
Tennyson Makiwane,PERSON,8,6
Ola,PERSON,8,8
Duma,PERSON,8,8
National Union of Mine Workers,ORGANIZATION,8,7
9th of August,DATE_TIME,8,7
TNC,ORGANIZATION,8,7
Joe Slover,PERSON,8,6
Nancy,PERSON,8,8
Dr. Dadu,PERSON,8,7
Jane,PERSON,8,8
Boussac,PERSON,8,6
South,LOCATION,8,8
African continent,LOCATION,8,8
Munich,LOCATION,8,6
Vietnamese,PERSON,8,8
Alexander Civic Organization,ORGANIZATION,8,3
stadium,LOCATION,8,8
COSATO,ORGANIZATION,8,7
Johnny Makatini,PERSON,8,8
Einstein,PERSON,8,8
Civil Rights Movement,ORGANIZATION,8,6
"Washington, D.C.",LOCATION,8,7
Humphrey,PERSON,8,8
Desmond,PERSON,8,6
Katrada,PERSON,8,8
A. N. T.,ORGANIZATION,8,6
late 50s,DATE_TIME,8,7
Ronald,PERSON,8,6
Randall,PERSON,8,4
Catholics,ORGANIZATION,8,6
Michigan,LOCATION,8,4
Bosnia,LOCATION,8,7
KK,PERSON,8,5
Gang of Eight,ORGANIZATION,8,7
mid-60s,DATE_TIME,8,4
Papua New Guinea,LOCATION,8,6
trade unions,ORGANIZATION,8,8
MTA,ORGANIZATION,8,5
Congress alliance,ORGANIZATION,8,6
defense campaign,EVENT,8,7
Jim,PERSON,8,7
Albie,PERSON,8,6
Pan-Africanism,EVENT,8,5
Ford,ORGANIZATION,8,5
Toronto,LOCATION,8,8
U. S. A.,LOCATION,8,7
Bethlehem,LOCATION,8,7
Mack,PERSON,8,6
Mr. Campbell,PERSON,8,4
Simon,PERSON,8,7
Shri Mataji,PERSON,8,7
Reagan administration,ORGANIZATION,8,5
Kabul,LOCATION,8,6
Barnard,PERSON,8,5
20th century,DATE_TIME,8,7
Leslie,PERSON,8,5
Department of Foreign Affairs,ORGANIZATION,8,4
Victoria Hospital,ORGANIZATION,8,4
Wits,ORGANIZATION,8,5
Truth Commission,EVENT,8,6
Father,PERSON,8,8
inauguration,EVENT,8,6
General Secretary,PERSON,8,8
Population Registration Act,EVENT,8,7
massacre,EVENT,8,8
Flock,PERSON,8,4
Premier,PERSON,8,5
Dr. Busak,PERSON,8,6
Krishani,PERSON,8,6
Mr. Susulu,PERSON,8,7
Neville Alexander,PERSON,8,6
Kailitsha,LOCATION,8,4
Gregory,PERSON,8,3
hunger strike,EVENT,8,7
Colleen,PERSON,8,7
Adrian Flock,PERSON,8,7
KwaZulu Police,ORGANIZATION,8,5
HIV AIDS,EVENT,8,6
Grasha,PERSON,8,7
October 1993,DATE_TIME,8,8
Polar Park,LOCATION,8,6
IFE,ORGANIZATION,8,4
Western Transvaal,LOCATION,8,7
CISCAI,ORGANIZATION,8,6
Mongolpe,PERSON,8,4
Mabatu,LOCATION,8,4
Steyn,PERSON,8,8
Transvaal Agricultural Union,ORGANIZATION,8,6
Constant Verlien,PERSON,8,5
Mugopi,PERSON,8,3
Jan Breitenbach,PERSON,8,2
Foundation,ORGANIZATION,8,7
Kwango,PERSON,7,3
Mongolia,LOCATION,7,6
Manhattan Brothers,ORGANIZATION,7,5
Singapore,LOCATION,7,6
Brajonas,PERSON,7,2
Belafonte,PERSON,7,5
Dubai,LOCATION,7,7
Bible,ORGANIZATION,7,5
Clifton,LOCATION,7,4
Kwangwa,PERSON,7,5
Havana,LOCATION,7,6
Albert,PERSON,7,6
Philadelphia,LOCATION,7,6
Bronx,LOCATION,7,7
Heathrow,LOCATION,7,5
Oscar,PERSON,7,7
Melissa,PERSON,7,4
June 16th,DATE_TIME,7,6
Amantla,EVENT,7,5
Lindy,PERSON,7,7
O. R. Tambo,PERSON,7,6
National Peacekeeping Force,ORGANIZATION,7,3
Orlando High,LOCATION,7,2
Virginia,PERSON,7,7
Malang,PERSON,7,7
Sophia Town,LOCATION,7,6
Agnes,PERSON,7,5
Christianity,EVENT,7,7
Georgetown,ORGANIZATION,7,6
Julie,PERSON,7,7
Alfred Hutchinson,PERSON,7,7
Diana,PERSON,7,7
Gordon,PERSON,7,4
Benny,PERSON,7,4
Dennis Goldberg,PERSON,7,5
Eric,PERSON,7,5
O'Hara,PERSON,7,6
City Council,ORGANIZATION,7,6
Nana Mahomo,PERSON,7,6
Bobby,PERSON,7,7
American government,ORGANIZATION,7,7
Lumumba,PERSON,7,6
Boxburg,LOCATION,7,5
Vienna,LOCATION,7,5
NPLA,ORGANIZATION,7,5
Oliver Trumbull,PERSON,7,3
Christchurch,LOCATION,7,6
OEU,ORGANIZATION,7,4
Great Britain,LOCATION,7,7
Annie,PERSON,7,4
Anthony,PERSON,7,7
Defence and Aid Fund,ORGANIZATION,7,6
Comrade President,PERSON,7,7
Sulu,LOCATION,7,7
Mozambican government,ORGANIZATION,7,5
British Empire,ORGANIZATION,7,5
African countries,LOCATION,7,6
Jack Simon,PERSON,7,6
anti-Apartheid struggle,EVENT,7,7
BW,PERSON,7,6
Zambezi River,LOCATION,7,3
Section 29,EVENT,7,7
Thambu,PERSON,7,5
post-Apartheid,DATE_TIME,7,6
Gaza,LOCATION,7,7
Medina,PERSON,7,6
Bantustan,LOCATION,7,7
1940s,DATE_TIME,7,6
African people,PERSON,7,7
RC,ORGANIZATION,7,6
The Guardian,ORGANIZATION,7,6
Milan,ORGANIZATION,7,7
Mick,PERSON,7,2
J. S.,PERSON,7,5
Observer,ORGANIZATION,7,5
Labour,ORGANIZATION,7,6
Churchill,PERSON,7,7
Labour government,ORGANIZATION,7,5
South African Embassy,LOCATION,7,6
Kaunda,PERSON,7,7
Bill,PERSON,7,6
UNDP,ORGANIZATION,7,4
TLC,ORGANIZATION,7,5
February 2nd,DATE_TIME,7,6
Burma,LOCATION,7,7
National Congress,ORGANIZATION,7,4
Fatima,PERSON,7,4
Vatican,ORGANIZATION,7,5
Bhutalesi,PERSON,7,4
Bouteleze,PERSON,7,5
Jews,ORGANIZATION,7,6
ASC,ORGANIZATION,7,7
German,PERSON,7,6
South African army,ORGANIZATION,7,5
Andrew Young,PERSON,7,6
Charter,EVENT,7,4
Livonia,ORGANIZATION,7,6
Ben,PERSON,7,6
AC,ORGANIZATION,7,6
Islam,ORGANIZATION,7,7
Muslims,PERSON,7,6
Thailand,LOCATION,7,7
United States Congress,ORGANIZATION,7,6
Matilda,PERSON,7,7
Arusha,LOCATION,7,4
11th of February,DATE_TIME,7,6
Banda,PERSON,7,6
Riverside Church,LOCATION,7,2
Owad,PERSON,7,2
Foreign Secretary,PERSON,7,3
Red Cross,ORGANIZATION,7,6
J. P. Marx,PERSON,7,5
Mobutu,PERSON,7,4
Santa,PERSON,7,7
Democrats,ORGANIZATION,7,7
SACTO,ORGANIZATION,7,6
March 1990,DATE_TIME,7,4
yesterday,DATE_TIME,7,5
Palestine,LOCATION,7,7
2nd of February,DATE_TIME,7,6
TransAfrica,ORGANIZATION,7,4
Saturday,DATE_TIME,7,7
Commissioner Street,LOCATION,7,5
Hillary,PERSON,7,6
police station,ORGANIZATION,7,7
Working Committee,ORGANIZATION,7,4
Newtown,LOCATION,7,5
Wellington,LOCATION,7,5
Dutch Reformed Church,ORGANIZATION,7,6
national executive,ORGANIZATION,7,5
Amina,PERSON,7,6
Heather,PERSON,7,5
Rusty,PERSON,7,5
Brown,PERSON,7,6
Chris Lamini,PERSON,7,6
Nigerians,LOCATION,7,5
Susulu,PERSON,7,6
Jake,PERSON,7,6
Ron Fisher,PERSON,7,6
George Bush,PERSON,7,6
APO,ORGANIZATION,7,3
Brantford,LOCATION,7,7
cabinet,ORGANIZATION,7,7
civil war,EVENT,7,6
Hyde Park,LOCATION,7,6
Mr. Foster,PERSON,7,4
Union buildings,LOCATION,7,5
Republic of South Africa,LOCATION,7,6
Mrs. Sussman,PERSON,7,6
Alan Boussac,PERSON,7,6
Chief Butelezi,PERSON,7,7
Minister Flock,PERSON,7,7
Good Friday,DATE_TIME,7,5
Mr. Diklek,PERSON,7,4
British Prime Minister,PERSON,7,6
Boipatong massacre,EVENT,7,5
10 years,DATE_TIME,7,6
Siskiyou,ORGANIZATION,7,6
Labour Relations Act,ORGANIZATION,7,5
Mr. Duterte,PERSON,7,5
emergency regulations,EVENT,7,5
Dorchester,LOCATION,7,6
Houghton,LOCATION,7,6
Harry Gwala,PERSON,7,6
Tembisa,LOCATION,7,4
Mlaba,PERSON,7,6
Mr. Lutuli,PERSON,7,7
Meg,PERSON,7,6
Internal Stability Unit,ORGANIZATION,7,2
RVB,ORGANIZATION,7,7
Fox Front,ORGANIZATION,7,6
10th of April,DATE_TIME,7,6
Flakplats,EVENT,7,5
KwaZulu police,ORGANIZATION,7,4
ISU,ORGANIZATION,7,4
Truth and Reconciliation,EVENT,7,5
Hammerstein,LOCATION,7,6
Mbato,LOCATION,7,3
Afrikaner people,ORGANIZATION,7,3
Constant van Leeuwen,PERSON,7,5
Farnie,PERSON,7,2
ABB,ORGANIZATION,7,2
Mr. Mpege,PERSON,7,2
Nelson Mandela Children's Fund,ORGANIZATION,7,5
Halema,PERSON,7,3
Allah,PERSON,6,6
Spanky,PERSON,6,5
Gongo,PERSON,6,4
Ndonda,PERSON,6,4
Chief,PERSON,6,5
University of Natal,ORGANIZATION,6,6
BMSC,ORGANIZATION,6,5
Salvation Army,ORGANIZATION,6,5
Japanese,PERSON,6,5
Kifus,PERSON,6,4
19th of October,DATE_TIME,6,5
SAPC,ORGANIZATION,6,4
Pinoni,LOCATION,6,5
Salisbury,LOCATION,6,6
South African embassy,ORGANIZATION,6,6
William,PERSON,6,6
Lagos,LOCATION,6,6
Department of Culture,ORGANIZATION,6,5
Khabroni,LOCATION,6,4
Gulu,PERSON,6,6
Malcolm X,PERSON,6,5
Peter Gabriel,PERSON,6,3
rainbow nation,EVENT,6,6
Black Consciousness,EVENT,6,5
DDR,LOCATION,6,3
Paolo Jordan,PERSON,6,6
African Americans,PERSON,6,6
Marius,PERSON,6,3
Medu,ORGANIZATION,6,1
June 16,DATE_TIME,6,3
General Assembly,EVENT,6,5
Muhammad Ali,PERSON,6,6
Roman Catholic,ORGANIZATION,6,5
Jamestown,LOCATION,6,6
Indira Gandhi,PERSON,6,5
Mazimbo,LOCATION,6,3
West Germany,LOCATION,6,4
negotiations,EVENT,6,5
Nata,LOCATION,6,6
Mazimbu,LOCATION,6,3
SASO,ORGANIZATION,6,5
the 80s,DATE_TIME,6,5
Fidel Castro,PERSON,6,5
Gaddafi,PERSON,6,6
M. K.,PERSON,6,6
Jennifer Davis,PERSON,6,5
Julian,PERSON,6,4
Mauritius,LOCATION,6,6
Kathy,PERSON,6,6
Freedom Day,EVENT,6,6
June 26th,DATE_TIME,6,4
Colin,PERSON,6,5
Africa Bureau,ORGANIZATION,6,4
Oliver Chamberlain,PERSON,6,6
Maya,PERSON,6,4
Nixon,PERSON,6,6
Turkey,LOCATION,6,5
Gertrude,PERSON,6,5
Sri Lanka,LOCATION,6,4
trade union movement,ORGANIZATION,6,6
Patriotic Front,ORGANIZATION,6,6
SEDF,ORGANIZATION,6,4
Australian,LOCATION,6,5
Guinea-Bissau,LOCATION,6,6
Malan,PERSON,6,4
SAC,ORGANIZATION,6,6
Southland,LOCATION,6,4
Samora Machel,PERSON,6,4
comrades,PERSON,6,6
Eastern Front,LOCATION,6,5
Reggie September,PERSON,6,6
Tel Aviv,LOCATION,6,6
Cyprus,LOCATION,6,5
Chinese Communist Party,ORGANIZATION,6,3
Soviet Communist Party,ORGANIZATION,6,5
Mao Zedong,PERSON,6,5
Pondoland,LOCATION,6,6
Shambhala,LOCATION,6,6
Nkomati Accord,EVENT,6,5
Foreign Affairs,ORGANIZATION,6,6
non-aligned movement,ORGANIZATION,6,5
National Working Committee,ORGANIZATION,6,6
Katlehong,LOCATION,6,5
Franco,PERSON,6,5
South African state,ORGANIZATION,6,5
Dallas,LOCATION,6,4
American society,LOCATION,6,4
South African society,ORGANIZATION,6,5
Wanky,EVENT,6,2
Jackson,PERSON,6,6
Fort Worth,LOCATION,6,6
organization,ORGANIZATION,6,6
All African Convention,ORGANIZATION,6,5
Kronstadt,LOCATION,6,6
FNLA,ORGANIZATION,6,2
Rani,PERSON,6,5
Special Forces,ORGANIZATION,6,4
Machiwane,PERSON,6,4
Lithuania,LOCATION,6,6
Trotsky,PERSON,6,4
Howard University,LOCATION,6,4
NCLA,ORGANIZATION,6,5
Connecticut,ORGANIZATION,6,5
mid-70s,DATE_TIME,6,5
Bill Lucey,PERSON,6,4
Patrick,PERSON,6,5
Godfrey,PERSON,6,4
Zambian,LOCATION,6,6
Errol,PERSON,6,3
Constitutional Committee,ORGANIZATION,6,4
Stephanie,PERSON,6,6
INC,ORGANIZATION,6,5
GAC,ORGANIZATION,6,4
O'Rourke,PERSON,6,6
Catholic,ORGANIZATION,6,5
Goa,PERSON,6,4
Oliver Thompson,PERSON,6,5
POC,ORGANIZATION,6,6
J. B.,PERSON,6,5
Charlottesville,LOCATION,6,5
Bizana,LOCATION,6,5
Smith,PERSON,6,5
Diana Collins,PERSON,6,5
Suzanne,PERSON,6,6
Western Europe,LOCATION,6,5
Dennis Brutus,PERSON,6,6
Florida,LOCATION,6,6
Ellen,PERSON,6,4
Korea,LOCATION,6,6
Rhodesian,LOCATION,6,4
European,PERSON,6,6
AMT,ORGANIZATION,6,6
Nadine,PERSON,6,5
Johnny McCartney,PERSON,6,4
Madrid,LOCATION,6,5
Riverside,LOCATION,6,3
Institute of Race Relations,ORGANIZATION,6,4
SIDA,ORGANIZATION,6,5
Bombay,LOCATION,6,5
Powell,PERSON,6,3
South Korea,LOCATION,6,6
Darwin,PERSON,6,6
Coca-Cola,ORGANIZATION,6,5
Cape province,LOCATION,6,6
Maseru,LOCATION,6,4
Boer War,EVENT,6,4
Breitenbach,PERSON,6,3
Ivan,PERSON,6,4
Yusuf Dadu,PERSON,6,6
Robert Mugabe,PERSON,6,4
university,ORGANIZATION,6,5
National Council,ORGANIZATION,6,5
Civil War,EVENT,6,6
the government,ORGANIZATION,6,6
Tabu,PERSON,6,5
Jay Naidoo,PERSON,6,5
Wisconsin,LOCATION,6,5
embassy,ORGANIZATION,6,6
MacArthur,ORGANIZATION,6,5
Mr. Gandhi,PERSON,6,4
April 1994,DATE_TIME,6,6
Constitutional Court,ORGANIZATION,6,4
Washington Post,ORGANIZATION,6,5
President Kaunda,PERSON,6,3
World Peace Council,ORGANIZATION,6,4
AKs,ORGANIZATION,6,6
Accra,LOCATION,6,1
IAF,ORGANIZATION,6,2
Latvia,LOCATION,6,4
Leon,PERSON,6,6
Lambert,PERSON,6,5
Mandla,PERSON,6,5
black community,PERSON,6,6
Susumu,PERSON,6,5
East Germans,ORGANIZATION,6,4
Defiance campaign,EVENT,6,6
Mr. Sulu,PERSON,6,5
Keith,PERSON,6,5
Pretoria Central,LOCATION,6,6
Marshall Square,LOCATION,6,5
Tanya,PERSON,6,4
President Kounda,PERSON,6,5
Blanche,PERSON,6,4
International Red Cross,ORGANIZATION,6,3
Jimmy Kruger,PERSON,6,4
Joyce,PERSON,6,3
Jermiston,LOCATION,6,4
minister,PERSON,6,5
right wing,ORGANIZATION,6,5
Codesa,EVENT,6,4
constituent assembly,EVENT,6,5
Azanian People's Organization,ORGANIZATION,6,2
Minister of National Education,PERSON,6,2
Department of Education and Training,ORGANIZATION,6,5
Mr. Kumalo,PERSON,6,2
Chief Buthelezi,PERSON,6,6
Mr. Clerk,PERSON,6,6
SRCs,ORGANIZATION,6,4
Nkata,ORGANIZATION,6,5
Mr. Buthelezi,PERSON,6,6
Bandustans,LOCATION,6,5
Neville,PERSON,6,4
PFP,ORGANIZATION,6,6
Commission,ORGANIZATION,6,3
Flok,PERSON,6,6
Mr. Clark,PERSON,6,2
National Reception Committee,ORGANIZATION,6,4
Apartheid South Africa,ORGANIZATION,6,5
United Women's Congress,ORGANIZATION,6,5
Minister of Police,PERSON,6,6
September the 6th,DATE_TIME,6,5
Call of Islam,ORGANIZATION,6,3
Lord,PERSON,6,5
Church,ORGANIZATION,6,4
civic center,LOCATION,6,3
John Foster,PERSON,6,5
Judy,PERSON,6,3
last year,DATE_TIME,6,6
Lieutenant Rockman,PERSON,6,4
South African security forces,ORGANIZATION,6,6
Kathrada,PERSON,6,3
Mr. Ramaphosa,PERSON,6,4
AK-47s,EVENT,6,5
Chief Minister,PERSON,6,5
Graca,PERSON,6,6
Westminster Hall,LOCATION,6,2
South Africa House,LOCATION,6,4
Zulu nation,ORGANIZATION,6,6
Chelsea,PERSON,6,6
18th of July,DATE_TIME,6,4
Long Walk to Freedom,EVENT,6,5
General,PERSON,6,4
Kofi Annan,PERSON,6,5
interim constitution,EVENT,6,4
presidency,EVENT,6,3
Bert,PERSON,6,6
C1,ORGANIZATION,6,3
27th of April 1994,DATE_TIME,6,6
SDUs,ORGANIZATION,6,5
SPUs,ORGANIZATION,6,5
93 to 94,DATE_TIME,6,5
STUs,ORGANIZATION,6,3
Creighton,LOCATION,6,5
Azanian People's Liberation Army,ORGANIZATION,6,4
ABLA,ORGANIZATION,6,4
27 April,DATE_TIME,6,2
Blood River,EVENT,6,4
General Constant van Leeuwen,PERSON,6,4
Christian de Witt,PERSON,6,4
Konstantin Filyun,PERSON,6,4
Piet,PERSON,6,4
special forces,ORGANIZATION,6,5
Jan Bretenbach,PERSON,6,4
Boutelessi,PERSON,6,4
General Verjoen,PERSON,6,3
Mkontu,ORGANIZATION,6,2
David de Williers,PERSON,6,2
People's Front,ORGANIZATION,6,2
Bishu,LOCATION,6,4
Paulo Lutuli,PERSON,6,2
Polokwane,LOCATION,6,6
4664 campaign,ORGANIZATION,6,5
Mandela Rose Foundation,ORGANIZATION,6,5
Marietta,PERSON,6,4
Mary Robinson,PERSON,6,4
Jay-Z,PERSON,6,4
Bongo,PERSON,5,4
Gwanga,PERSON,5,4
early 50s,DATE_TIME,5,5
Mamsi,PERSON,5,3
Oscars,EVENT,5,3
St. Mary's,ORGANIZATION,5,4
Bangwa,ORGANIZATION,5,4
Mpachele,PERSON,5,4
21st of August,DATE_TIME,5,5
Brad Jonas,PERSON,5,1
Apartheid era,DATE_TIME,5,4
Sofiatown,LOCATION,5,3
Burkina Faso,LOCATION,5,4
Tehran,EVENT,5,5
George Fenton,PERSON,5,2
Malusi,PERSON,5,4
democracy,EVENT,5,5
Rhode Island,LOCATION,5,5
African-American,PERSON,5,5
Rosettenville,LOCATION,5,3
Daddy,PERSON,5,3
Messina,LOCATION,5,3
Saka,LOCATION,5,5
Rio,LOCATION,5,5
whites,PERSON,5,4
Mediterranean,LOCATION,5,4
Ashley,PERSON,5,4
Southwest Africa,LOCATION,5,5
Rob,PERSON,5,3
St. Louis,LOCATION,5,4
Holiday Inn,LOCATION,5,4
Khabaroni,LOCATION,5,4
Southampton,LOCATION,5,5
Wales,LOCATION,5,5
Donald Woods,PERSON,5,3
The Hague,LOCATION,5,4
Gobi,LOCATION,5,4
Fred,PERSON,5,5
socialist countries,LOCATION,5,5
Jonas Bongo,PERSON,5,2
Deben,LOCATION,5,5
African-American community,LOCATION,5,5
DAC,ORGANIZATION,5,4
EMC,ORGANIZATION,5,5
the war,EVENT,5,5
TAT,ORGANIZATION,5,3
26th of October,DATE_TIME,5,3
Duterte,PERSON,5,4
Istanbul,LOCATION,5,5
August the 9th,DATE_TIME,5,5
Satu,ORGANIZATION,5,3
Massachusetts,LOCATION,5,5
Olaf,PERSON,5,4
Polesmoor,LOCATION,5,4
Republicans,ORGANIZATION,5,5
Polaroid,ORGANIZATION,5,3
NDP,ORGANIZATION,5,5
Collins,PERSON,5,4
Scott,PERSON,5,4
Soweto Uprising,EVENT,5,5
Albert Lomo,PERSON,5,3
Lionel,PERSON,5,4
A. M. C.,ORGANIZATION,5,5
Nazi Germany,LOCATION,5,5
University,LOCATION,5,5
Bishop Huddleston,PERSON,5,4
Makiwane,PERSON,5,2
apartheid era,DATE_TIME,5,5
Mary Benson,PERSON,5,5
Phoenix,LOCATION,5,4
P.A.C.,ORGANIZATION,5,5
Foreign Office,ORGANIZATION,5,5
Oliver Tamber,PERSON,5,5
Stalinist,PERSON,5,5
Paul Robeson,PERSON,5,4
Lancaster House,LOCATION,5,5
Bulawayo,LOCATION,5,4
Bram Fisher,PERSON,5,5
World Federation of Trade Unions,ORGANIZATION,5,4
Nyoma,PERSON,5,4
constitution,EVENT,5,4
AK,ORGANIZATION,5,4
UNO,ORGANIZATION,5,3
Israelis,PERSON,5,4
Solidarity Committee,ORGANIZATION,5,3
Namibians,PERSON,5,4
Sarkar,PERSON,5,5
19th century,DATE_TIME,5,5
Jack Hodgson,PERSON,5,4
Oral,PERSON,5,5
Moses Mabida,PERSON,5,4
President Obama,PERSON,5,5
Africanists,ORGANIZATION,5,5
Grahamstown,LOCATION,5,5
1st of September,DATE_TIME,5,4
Timbuktu,LOCATION,5,5
Maragora,LOCATION,5,4
ZAP,ORGANIZATION,5,4
PSE,ORGANIZATION,5,5
Chancellor House,LOCATION,5,4
magistrate's court,LOCATION,5,5
Mack Maharaj,PERSON,5,5
Jack Simons,PERSON,5,5
Edwin,PERSON,5,4
Nigerian,PERSON,5,5
Conrad,PERSON,5,5
February 1990,DATE_TIME,5,4
Zamora,PERSON,5,4
Zanu,ORGANIZATION,5,4
ANG,ORGANIZATION,5,4
Alexander Civic Association,ORGANIZATION,5,2
Liverpool,LOCATION,5,5
Victor Fester,LOCATION,5,4
Sardinia,LOCATION,5,5
Nandi,PERSON,5,4
Kim,PERSON,5,5
Johnny Macatini,PERSON,5,5
Peggy Delaney,PERSON,5,2
Andy Young,PERSON,5,4
Ted Kennedy,PERSON,5,4
Dolly,PERSON,5,3
Jessica,PERSON,5,5
Southern Rhodesia,LOCATION,5,4
University of Minnesota,ORGANIZATION,5,3
Native Affairs Department,ORGANIZATION,5,5
Cape African Teachers Association,ORGANIZATION,5,3
All-African Convention,ORGANIZATION,5,4
Luther,LOCATION,5,5
Amy,PERSON,5,3
ANP,ORGANIZATION,5,5
SRC,ORGANIZATION,5,5
Shanti,PERSON,5,2
J. F.,PERSON,5,4
Attorney General,PERSON,5,5
Wilson,LOCATION,5,5
Susan,PERSON,5,5
Pamela,PERSON,5,5
NUSAS,ORGANIZATION,5,2
Central African Federation,ORGANIZATION,5,4
Julius,PERSON,5,4
House of Assembly,ORGANIZATION,5,5
St. Paul's,LOCATION,5,3
Andrew,PERSON,5,5
Bishop of Johannesburg,PERSON,5,3
Pan-African Congress,ORGANIZATION,5,5
US government,ORGANIZATION,5,4
"Washington, DC",LOCATION,5,5
